order no,item name,,order time,item group,qty
007D23092200019743,KENTANG ,,9/22/2023 0:36,SNACK,1
007D23092200019743,TEH TAWAR ,,9/22/2023 0:36,MINUMAN,1
007D23092200019744,CLASS MILD 12,,9/22/2023 0:53,ROKOK,1
007D23092200019744,KOPI ,,9/22/2023 0:53,KLOTOK SERIES,3
007D23092200019744,KOPI , TANPA AMPAS ,9/22/2023 0:53,KLOTOK SERIES,1
007D23092200019744,KOPI , SUSU ,9/22/2023 0:53,KLOTOK SERIES,2
007D23092200019744,KOPI , TANPA AMPAS ,9/22/2023 0:53,KLOTOK SERIES,1
007D23092200019744,AIR MINERAL RON 88,,9/22/2023 0:53,BOTOL,2
007D23092200019745,DANCOW PUTIH ,,9/22/2023 0:59,MINUMAN,1
007D23092200019745,Ice Cream ,,9/22/2023 0:59,ICE CREAM,1
007D23092200019746,MIX MAX EXOTIC BLUE,,9/22/2023 1:16,BOTOL,1
007D23092200019746,INDOMIE TANTE ,,9/22/2023 1:16,MAKANAN,1
007D23092200019746,PISANG GORENG CRISPY ,,9/22/2023 1:16,SNACK,1
007D23092200019746,AIR MINERAL RON 88,,9/22/2023 1:16,BOTOL,1
007D23092200019747,MILKSHAKE , STRAWBERRY ,9/22/2023 1:34,MILKSHAKE,1
007D23092200019747,TEH TAWAR ,,9/22/2023 1:34,MINUMAN,1
007D23092200019747,KENTANG ,,9/22/2023 1:34,SNACK,1
007D23092200019747,KOPI , TANPA AMPAS ,9/22/2023 1:34,KLOTOK SERIES,2
007D23092200019747,KOPI MILO ,,9/22/2023 1:34,KLOTOK SERIES,1
007D23092200019747,62 ( noms snack 2000 ),,9/22/2023 1:34,SNACK,3
007D23092200019748,KOPI MILO ,,9/22/2023 1:51,KLOTOK SERIES,2
007D23092200019749,NASI GORENG ,,9/22/2023 2:13,MAKANAN,1
007D23092200019749,KOPI , SUSU ,9/22/2023 2:13,KLOTOK SERIES,1
007D23092200019749,KOPI MILO ,,9/22/2023 2:13,KLOTOK SERIES,1
007D23092200019749,62 ( noms snack 2000 ),,9/22/2023 2:13,SNACK,1
007D23092200019750,CLASS MILD 12,,9/22/2023 3:01,ROKOK,2
007D23092200019750,AIR MINERAL RON 88,,9/22/2023 3:01,BOTOL,1
007D23092200019751,KOPI , SUSU ,9/22/2023 7:59,KLOTOK SERIES,1
007D23092200019752,KOPI , TANPA AMPAS ,9/22/2023 9:55,KLOTOK SERIES,1
007D23092200019752,AIR MINERAL RON 88,,9/22/2023 9:55,BOTOL,1
007D23092200019753,KOPI MILO ,,9/22/2023 10:05,KLOTOK SERIES,3
007D23092200019753,AIR MINERAL RON 88,,9/22/2023 10:05,BOTOL,3
007D23092200019753,KOPI ,,9/22/2023 10:05,KLOTOK SERIES,1
007D23092200019754,AIR MINERAL RON 88,,9/22/2023 10:47,BOTOL,1
007D23092200019755,KOPI ,,9/22/2023 10:51,KLOTOK SERIES,1
007D23092200019756,KOPI , TANPA AMPAS ,9/22/2023 14:41,KLOTOK SERIES,1
007D23092200019757,KOPI ,,9/22/2023 17:34,KLOTOK SERIES,2
007D23092200019757,SUSU SIRUP ,,9/22/2023 17:34,MINUMAN,1
007D23092200019757,62 ( noms snack 2000 ),,9/22/2023 17:34,SNACK,1
007D23092200019758,KOPI ,,9/22/2023 18:14,KLOTOK SERIES,1
007D23092200019758,KOPI , SUSU ,9/22/2023 18:14,KLOTOK SERIES,1
007D23092200019759,KOPI ,,9/22/2023 19:05,KLOTOK SERIES,1
007D23092200019759,MILKSHAKE , CHOCOLATE ,9/22/2023 19:05,MILKSHAKE,1
007D23092200019759,MIE NYEMEK ,,9/22/2023 19:05,MAKANAN,1
007D23092200019759,INDOMIE TANTE ,,9/22/2023 19:05,MAKANAN,1
007D23092200019760,KOPI , TANPA AMPAS ,9/22/2023 19:34,KLOTOK SERIES,2
007D23092200019761,KOPI , TANPA AMPAS ,9/22/2023 19:43,KLOTOK SERIES,1
007D23092200019761,KOPI , TANPA AMPAS ,9/22/2023 19:43,KLOTOK SERIES,1
007D23092200019761,NASI GORENG ,,9/22/2023 19:43,MAKANAN,3
007D23092200019761,TEH TAWAR ,,9/22/2023 19:43,MINUMAN,2
007D23092200019761,AIR MINERAL RON 88,,9/22/2023 19:43,BOTOL,1
007D23092200019762,KOPI , SUSU ,9/22/2023 19:48,KLOTOK SERIES,1
007D23092200019763,KOPI , SUSU ,9/22/2023 19:51,KLOTOK SERIES,1
007D23092200019763,KOPI ,,9/22/2023 19:51,KLOTOK SERIES,1
007D23092200019763,PISANG GORENG CRISPY ,,9/22/2023 19:51,SNACK,1
007D23092200019764,KOPI ,,9/22/2023 20:16,KLOTOK SERIES,1
007D23092200019764,AIR MINERAL RON 88,,9/22/2023 20:16,BOTOL,1
007D23092200019765,KOPI , TANPA AMPAS ,9/22/2023 20:17,KLOTOK SERIES,1
007D23092200019765,TEH TAWAR ,,9/22/2023 20:17,MINUMAN,1
007D23092200019766,KOPI ,,9/22/2023 20:31,KLOTOK SERIES,1
007D23092200019767,KOPI , SUSU ,9/22/2023 20:32,KLOTOK SERIES,3
007D23092200019767,TEH TAWAR ,,9/22/2023 20:32,MINUMAN,1
007D23092200019768,TEH TAWAR ,,9/22/2023 20:59,MINUMAN,1
007D23092200019769,KOPI ,,9/22/2023 21:17,KLOTOK SERIES,2
007D23092200019769,KOPI , TANPA AMPAS ,9/22/2023 21:17,KLOTOK SERIES,1
007D23092200019769,MILKSHAKE , VANILA ,9/22/2023 21:17,MILKSHAKE,1
007D23092200019770,KOPI , SUSU ,9/22/2023 21:36,KLOTOK SERIES,2
007D23092200019771,Cappucino Latte ,,9/22/2023 22:25,TROPICAL SERIES,1
007D23092200019772,KOPI HITAM ,,9/22/2023 22:30,KLOTOK SERIES,1
007D23092200019772,AIR MINERAL RON 88,,9/22/2023 22:30,BOTOL,1
007D23092200019773,INDOMIE TANTE ,,9/22/2023 22:44,MAKANAN,1
007D23092200019773,KOPI ,,9/22/2023 22:44,KLOTOK SERIES,1
007D23092200019773,Cappucino Latte ,,9/22/2023 22:44,TROPICAL SERIES,1
007D23092200019773,KENTANG ,,9/22/2023 22:44,SNACK,1
007D23092200019774,MILKSHAKE , STRAWBERRY ,9/22/2023 23:03,MILKSHAKE,1
007D23092200019774,AIR MINERAL RON 88,,9/22/2023 23:03,BOTOL,1
007D23092200019775,KENTANG ,,9/22/2023 23:30,SNACK,1
007D23092200019775,KOPI , SUSU ,9/22/2023 23:30,KLOTOK SERIES,1
007D23092200019775,SUSU SODA ,,9/22/2023 23:30,MINUMAN,1
007D23092200019775,KOPI ,,9/22/2023 23:30,KLOTOK SERIES,1
007D23092200019776,KOPI , TANPA AMPAS ,9/22/2023 23:49,KLOTOK SERIES,1
007D23092200019776,JAHE , SUSU ,9/22/2023 23:49,MINUMAN,1
007D23092200019777,KOPI , SUSU ,9/22/2023 23:51,KLOTOK SERIES,2
007D23092200019778,Coffee Hazelnut ,,9/22/2023 23:51,TROPICAL SERIES,1
007D23092300019779,TAHU , BAKSO ,9/23/2023 0:04,MAKANAN,1
007D23092300019780,AIR MINERAL RON 88,,9/23/2023 0:32,BOTOL,1
007D23092300019780,KOPI , TANPA AMPAS ,9/23/2023 0:32,KLOTOK SERIES,1
007D23092300019781,AIR MINERAL RON 88,,9/23/2023 1:34,BOTOL,1
007D23092300019781,CLASS MILD 12,,9/23/2023 1:34,ROKOK,1
007D23092300019782,TEH TAWAR ,,9/23/2023 1:55,MINUMAN,2
007D23092300019783,INTEL ,,9/23/2023 1:58,MAKANAN,2
007D23092300019783,KENTANG ,,9/23/2023 1:58,SNACK,1
007D23092300019783,CIRENG ,,9/23/2023 1:58,SNACK,1
007D23092300019784,KOPI ,,9/23/2023 2:29,KLOTOK SERIES,4
007D23092300019784,KOPI HITAM ,,9/23/2023 2:29,KLOTOK SERIES,3
007D23092300019784,AIR MINERAL RON 88,,9/23/2023 2:29,BOTOL,2
007D23092300019784,CLASS MILD 12,,9/23/2023 2:29,ROKOK,1
007D23092300019784,PISANG GORENG CRISPY ,,9/23/2023 2:29,SNACK,1
007D23092300019785,KOPI , SUSU ,9/23/2023 2:37,KLOTOK SERIES,2
007D23092300019785,KOPI MILO ,,9/23/2023 2:37,KLOTOK SERIES,1
007D23092300019785,Cappucino Latte ,,9/23/2023 2:37,TROPICAL SERIES,1
007D23092300019785,PISANG GORENG CRISPY ,,9/23/2023 2:37,SNACK,1
007D23092300019785,KENTANG ,,9/23/2023 2:37,SNACK,1
007D23092300019786,AIR MINERAL RON 88,,9/23/2023 3:02,BOTOL,1
007D23092300019787,AIR MINERAL RON 88,,9/23/2023 3:02,BOTOL,2
007D23092300019788,KOPI HITAM ,,9/23/2023 3:25,KLOTOK SERIES,2
007D23092300019788,KENTANG ,,9/23/2023 3:25,SNACK,1
007D23092300019789,KOPI ,,9/23/2023 3:43,KLOTOK SERIES,1
007D23092300019790,KOPI HITAM ,,9/23/2023 7:28,KLOTOK SERIES,1
007D23092300019790,INTEL ,,9/23/2023 7:28,MAKANAN,2
007D23092300019790,TEH TAWAR ,,9/23/2023 7:28,MINUMAN,1
007D23092300019791,Champion/Milo ,,9/23/2023 8:59,TROPICAL SERIES,1
007D23092300019792,nasi omlet,,9/23/2023 9:43,CUSTOM,2
007D23092300019792,JOSUA ,,9/23/2023 9:43,MINUMAN,2
007D23092300019792,CIRENG ,,9/23/2023 9:43,SNACK,1
007D23092300019793,AIR MINERAL RON 88,,9/23/2023 11:28,BOTOL,1
007D23092300019794,KOPI HITAM ,,9/23/2023 12:15,KLOTOK SERIES,1
007D23092300019795,KOPI ,,9/23/2023 14:12,KLOTOK SERIES,1
007D23092300019796,Cappucino Latte ,,9/23/2023 15:53,TROPICAL SERIES,1
007D23092300019796,KOPI , TANPA AMPAS ,9/23/2023 15:53,KLOTOK SERIES,1
007D23092300019797,KOPI ,,9/23/2023 15:54,KLOTOK SERIES,1
007D23092300019797,TEH TAWAR ,,9/23/2023 15:54,MINUMAN,1
007D23092300019797,Cappucino Latte ,,9/23/2023 15:54,TROPICAL SERIES,1
007D23092300019797,KENTANG ,,9/23/2023 15:54,SNACK,1
007D23092300019798,AIR MINERAL RON 88,,9/23/2023 15:56,BOTOL,1
007D23092300019799,KOPI , SUSU ,9/23/2023 16:47,KLOTOK SERIES,2
007D23092300019800,TAHU , WALIK ,9/23/2023 16:48,SNACK,1
007D23092300019801,AIR MINERAL RON 88,,9/23/2023 17:32,BOTOL,1
007D23092300019802,NASI GORENG ,,9/23/2023 18:46,MAKANAN,2
007D23092300019802,New Thai Tea ,,9/23/2023 18:46,TROPICAL SERIES,1
007D23092300019802,KOPI , TANPA AMPAS ,9/23/2023 18:46,KLOTOK SERIES,1
007D23092300019803,TEH TAWAR ,,9/23/2023 20:14,MINUMAN,2
007D23092300019803,62 ( noms snack 2000 ),,9/23/2023 20:14,SNACK,1
007D23092300019804,KOPI , COKLAT ,9/23/2023 20:20,KLOTOK SERIES,1
007D23092300019804,KOPI , SUSU ,9/23/2023 20:20,KLOTOK SERIES,1
007D23092300019804,INDOMIE TANTE ,,9/23/2023 20:20,MAKANAN,1
007D23092300019804,PISANG GORENG CRISPY ,,9/23/2023 20:20,SNACK,1
007D23092300019805,SUSU SODA ,,9/23/2023 20:24,MINUMAN,2
007D23092300019806,KOPI ,,9/23/2023 20:28,KLOTOK SERIES,2
007D23092300019807,KOPI ,,9/23/2023 20:31,KLOTOK SERIES,1
007D23092300019807,KOPI , SUSU ,9/23/2023 20:31,KLOTOK SERIES,1
007D23092300019807,NASI GORENG ,,9/23/2023 20:31,MAKANAN,1
007D23092300019807,TEH TAWAR ,,9/23/2023 20:31,MINUMAN,1
007D23092300019807,PISANG GORENG CRISPY ,,9/23/2023 20:31,SNACK,1
007D23092300019807,MILKSHAKE , STRAWBERRY ,9/23/2023 20:31,MILKSHAKE,1
007D23092300019808,TEH TAWAR ,,9/23/2023 20:53,MINUMAN,4
007D23092300019808,KOPI ,,9/23/2023 20:53,KLOTOK SERIES,1
007D23092300019809,KOPI , TANPA AMPAS ,9/23/2023 20:56,KLOTOK SERIES,1
007D23092300019809,TEH TAWAR ,,9/23/2023 20:56,MINUMAN,2
007D23092300019809,INDOMIE TANTE ,,9/23/2023 20:56,MAKANAN,2
007D23092300019810,Cappucino Latte ,,9/23/2023 21:04,TROPICAL SERIES,1
007D23092300019810,KOPI , TANPA AMPAS ,9/23/2023 21:04,KLOTOK SERIES,1
007D23092300019811,WAREG 1 (Kentang + 4 Es teh) ,,9/23/2023 21:08,PAKET WAREG,1
007D23092300019812,TEH TAWAR ,,9/23/2023 21:10,MINUMAN,1
007D23092300019812,Coffee Hazelnut ,,9/23/2023 21:10,TROPICAL SERIES,1
007D23092300019813,SUSU COKLAT ,,9/23/2023 21:16,MINUMAN,2
007D23092300019814,KOPI , SUSU ,9/23/2023 21:18,KLOTOK SERIES,1
007D23092300019815,KOPI , SUSU ,9/23/2023 21:20,KLOTOK SERIES,1
007D23092300019815,KOPI , TANPA AMPAS ,9/23/2023 21:20,KLOTOK SERIES,1
007D23092300019816,KENTANG ,,9/23/2023 21:22,SNACK,1
007D23092300019818,KOPI ,,9/23/2023 21:41,KLOTOK SERIES,2
007D23092300019818,KOPI , TANPA AMPAS ,9/23/2023 21:41,KLOTOK SERIES,4
007D23092300019818,KOPI HITAM ,,9/23/2023 21:41,KLOTOK SERIES,1
007D23092300019818,PISANG GORENG CRISPY ,,9/23/2023 21:41,SNACK,1
007D23092300019818,KOPI , SUSU ,9/23/2023 21:41,KLOTOK SERIES,2
007D23092300019819,Coffee Hazelnut ,,9/23/2023 21:43,TROPICAL SERIES,1
007D23092300019819,DANCOW PUTIH ,,9/23/2023 21:43,MINUMAN,1
007D23092300019819,SUSU SODA ,,9/23/2023 21:43,MINUMAN,1
007D23092300019819,INDOMIE TANTE ,,9/23/2023 21:43,MAKANAN,1
007D23092300019820,KOPI , SUSU ,9/23/2023 21:45,KLOTOK SERIES,1
007D23092300019821,INDOMIE TANTE ,,9/23/2023 22:23,MAKANAN,2
007D23092300019822,DANCOW PUTIH ,,9/23/2023 22:40,MINUMAN,1
007D23092300019823,vodka kamikaze,,9/23/2023 22:43,CUSTOM,1
007D23092300019824,SUSU COKLAT ,,9/23/2023 22:45,MINUMAN,1
007D23092300019825,KOPI , TANPA AMPAS ,9/23/2023 23:04,KLOTOK SERIES,2
007D23092300019825,KENTANG ,,9/23/2023 23:04,SNACK,1
007D23092300019826,KOPI , TANPA AMPAS ,9/23/2023 23:06,KLOTOK SERIES,1
007D23092300019827,KOPI ,,9/23/2023 23:08,KLOTOK SERIES,1
007D23092300019827,KOPI , COKLAT ,9/23/2023 23:08,KLOTOK SERIES,1
007D23092300019828,TEH TAWAR ,,9/23/2023 23:10,MINUMAN,2
007D23092300019828,PISANG GORENG CRISPY ,,9/23/2023 23:10,SNACK,1
007D23092300019829,JOSUA ,,9/23/2023 23:21,MINUMAN,1
007D23092300019829,DANCOW PUTIH ,,9/23/2023 23:21,MINUMAN,1
007D23092300019829,VODKA LONG ISLAND 275ML,,9/23/2023 23:21,BOTOL,1
007D23092300019830,TEH TAWAR ,,9/23/2023 23:34,MINUMAN,2
007D23092300019830,KENTANG ,,9/23/2023 23:34,SNACK,1
007D23092300019831,KOPI , SUSU ,9/23/2023 23:36,KLOTOK SERIES,1
007D23092300019831,KOPI , COKLAT ,9/23/2023 23:36,KLOTOK SERIES,1
007D23092300019831,KENTANG ,,9/23/2023 23:36,SNACK,1
007D23092300019831,PISANG GORENG CRISPY ,,9/23/2023 23:36,SNACK,1
007D23092300019832,KOPI ,,9/23/2023 23:39,KLOTOK SERIES,2
007D23092300019832,KOPI HITAM ,,9/23/2023 23:39,KLOTOK SERIES,1
007D23092300019832,TEH TAWAR ,,9/23/2023 23:39,MINUMAN,1
007D23092300019832,KENTANG ,,9/23/2023 23:39,SNACK,1
007D23092300019832,MIE NYEMEK ,,9/23/2023 23:39,MAKANAN,1
007D23092300019832,PISANG GORENG CRISPY ,,9/23/2023 23:39,SNACK,1
007D23092300019832,PISANG GORENG CRISPY ,,9/23/2023 23:39,SNACK,1
007D23092300019833,Cappucino Latte ,,9/23/2023 23:41,TROPICAL SERIES,1
007D23092300019834,SOSIS BAKAR ,,9/23/2023 23:45,SNACK,2
007D23092300019834,MILKSHAKE , STRAWBERRY ,9/23/2023 23:45,MILKSHAKE,1
007D23092300019834,MILKSHAKE , CHOCOLATE ,9/23/2023 23:45,MILKSHAKE,1
007D23092300019835,TEH TAWAR ,,9/23/2023 23:46,MINUMAN,2
007D23092400019836,KOPI , TANPA AMPAS ,9/24/2023 0:02,KLOTOK SERIES,1
007D23092400019837,MILKSHAKE , CHOCOLATE ,9/24/2023 0:05,MILKSHAKE,1
007D23092400019837,KOPI MILO ,,9/24/2023 0:05,KLOTOK SERIES,1
007D23092400019837,PISANG GORENG CRISPY ,,9/24/2023 0:05,SNACK,1
007D23092400019838,KOPI , TANPA AMPAS ,9/24/2023 0:09,KLOTOK SERIES,1
007D23092400019838,SUSU SODA ,,9/24/2023 0:09,MINUMAN,1
007D23092400019839,SUSU SODA ,,9/24/2023 0:16,MINUMAN,1
007D23092400019839,KOPI , SUSU ,9/24/2023 0:16,KLOTOK SERIES,1
007D23092400019840,62 ( noms snack 2000 ),,9/24/2023 0:42,SNACK,5
007D23092400019841,Cappucino Latte ,,9/24/2023 0:48,TROPICAL SERIES,1
007D23092400019842,KOPI MILO ,,9/24/2023 0:59,KLOTOK SERIES,1
007D23092400019842,KOPI , SUSU ,9/24/2023 0:59,KLOTOK SERIES,1
007D23092400019842,CIRENG ,,9/24/2023 0:59,SNACK,1
007D23092400019843,CLASS MILD 12,,9/24/2023 1:56,ROKOK,1
007D23092400019844,KOPI , TANPA AMPAS ,9/24/2023 2:01,KLOTOK SERIES,1
007D23092400019844,KOPI , SUSU ,9/24/2023 2:01,KLOTOK SERIES,1
007D23092400019844,KOPI , COKLAT ,9/24/2023 2:01,KLOTOK SERIES,2
007D23092400019845,KOPI ,,9/24/2023 2:15,KLOTOK SERIES,1
007D23092400019845,KOPI , TANPA AMPAS ,9/24/2023 2:15,KLOTOK SERIES,1
007D23092400019846,MILKSHAKE , VANILA ,9/24/2023 2:29,MILKSHAKE,2
007D23092400019846,KENTANG ,,9/24/2023 2:29,SNACK,1
007D23092400019846,INDOMIE TANTE ,,9/24/2023 2:29,MAKANAN,1
007D23092400019846,62 ( noms snack 2000 ),,9/24/2023 2:29,SNACK,2
007D23092400019846,TAHU , BAKSO ,9/24/2023 2:29,MAKANAN,1
007D23092400019846,PISANG GORENG CRISPY ,,9/24/2023 2:29,SNACK,1
007D23092400019846,KOPI , TANPA AMPAS ,9/24/2023 2:29,KLOTOK SERIES,1
007D23092400019846,SODA GEMBIRA ,,9/24/2023 2:29,MINUMAN,1
007D23092400019847,MILKSHAKE , VANILA ,9/24/2023 2:31,MILKSHAKE,2
007D23092400019847,Ice Cream Mix,,9/24/2023 2:31,ICE CREAM,1
007D23092400019847,KOPI , SUSU ,9/24/2023 2:31,KLOTOK SERIES,3
007D23092400019847,KOPI , TANPA AMPAS ,9/24/2023 2:31,KLOTOK SERIES,3
007D23092400019848,TEH TAWAR ,,9/24/2023 2:32,MINUMAN,2
007D23092400019849,KENTANG ,,9/24/2023 5:04,SNACK,1
007D23092400019849,TAHU , WALIK ,9/24/2023 5:04,SNACK,1
007D23092400019849,TEH TAWAR ,,9/24/2023 5:04,MINUMAN,1
007D23092400019850,KOPI ,,9/24/2023 6:26,KLOTOK SERIES,3
007D23092400019850,62 ( noms snack 2000 ),,9/24/2023 6:26,SNACK,1
007D23092400019851,KOPI , SUSU ,9/24/2023 8:00,KLOTOK SERIES,1
007D23092400019852,KOPI ,,9/24/2023 12:49,KLOTOK SERIES,1
007D23092400019852,KOPI COKLAT (tanpa ampas) ,,9/24/2023 12:49,KLOTOK SERIES,1
007D23092400019852,MILKSHAKE , STRAWBERRY ,9/24/2023 12:49,MILKSHAKE,1
007D23092400019852,KENTANG ,,9/24/2023 12:49,SNACK,1
007D23092400019853,KENTANG ,,9/24/2023 13:08,SNACK,2
007D23092400019853,MILKSHAKE , STRAWBERRY ,9/24/2023 13:08,MILKSHAKE,1
007D23092400019853,MILKSHAKE , CHOCOLATE ,9/24/2023 13:08,MILKSHAKE,1
007D23092400019854,TAHU , WALIK ,9/24/2023 13:12,SNACK,1
007D23092400019855,CIRENG ,,9/24/2023 13:32,SNACK,1
007D23092400019856,CIRENG ,,9/24/2023 13:52,SNACK,1
007D23092400019857,KOPI ,,9/24/2023 13:53,KLOTOK SERIES,1
007D23092400019858,KOPI ,,9/24/2023 13:54,KLOTOK SERIES,1
007D23092400019858,CIRENG ,,9/24/2023 13:54,SNACK,1
007D23092400019858,SUSU COKLAT ,,9/24/2023 13:54,MINUMAN,1
007D23092400019859,KOPI ,,9/24/2023 13:55,KLOTOK SERIES,1
007D23092400019859,SOSIS BAKAR ,,9/24/2023 13:55,SNACK,2
007D23092400019860,KOPI , SUSU ,9/24/2023 14:01,KLOTOK SERIES,1
007D23092400019861,KOPI ,,9/24/2023 14:28,KLOTOK SERIES,9
007D23092400019861,KOPI , TANPA AMPAS ,9/24/2023 14:28,KLOTOK SERIES,1
007D23092400019861,KOPI , SUSU ,9/24/2023 14:28,KLOTOK SERIES,3
007D23092400019861,MILKSHAKE , CHOCOLATE ,9/24/2023 14:28,MILKSHAKE,2
007D23092400019862,KOPI ,,9/24/2023 14:45,KLOTOK SERIES,3
007D23092400019862,KOPI , TANPA AMPAS ,9/24/2023 14:45,KLOTOK SERIES,1
007D23092400019863,17 ( cup ice ),,9/24/2023 14:55,PEMBUNGKUS,5
007D23092400019863,41 ( lunch box isi 50 ),,9/24/2023 14:55,PEMBUNGKUS,5
007D23092400019864,KOPI ,,9/24/2023 15:19,KLOTOK SERIES,1
007D23092400019865,KOPI , SUSU ,9/24/2023 16:03,KLOTOK SERIES,1
007D23092400019866,KOPI , TANPA AMPAS ,9/24/2023 16:26,KLOTOK SERIES,1
007D23092400019866,KOPI HITAM ,,9/24/2023 16:26,KLOTOK SERIES,1
007D23092400019866,KOPI ,,9/24/2023 16:26,KLOTOK SERIES,1
007D23092400019867,KOPI ,,9/24/2023 16:33,KLOTOK SERIES,1
007D23092400019867,SODA GEMBIRA ,,9/24/2023 16:33,MINUMAN,1
007D23092400019868,KOPI ,,9/24/2023 17:03,KLOTOK SERIES,1
007D23092400019869,Cappucino Latte ,,9/24/2023 17:11,TROPICAL SERIES,1
007D23092400019869,KOPI ,,9/24/2023 17:11,KLOTOK SERIES,1
007D23092400019869,PISANG GORENG CRISPY ,,9/24/2023 17:11,SNACK,1
007D23092400019870,KOPI ,,9/24/2023 18:41,KLOTOK SERIES,2
007D23092400019870,KOPI , TANPA AMPAS ,9/24/2023 18:41,KLOTOK SERIES,1
007D23092400019870,INTEL ,,9/24/2023 18:41,MAKANAN,1
007D23092400019871,INDOMIE TANTE ,,9/24/2023 18:50,MAKANAN,2
007D23092400019871,JAHE , SUSU ,9/24/2023 18:50,MINUMAN,3
007D23092400019871,Champion/Milo ,,9/24/2023 18:50,TROPICAL SERIES,2
007D23092400019871,KENTANG ,,9/24/2023 18:50,SNACK,1
007D23092400019872,KOPI , COKLAT ,9/24/2023 18:51,KLOTOK SERIES,1
007D23092400019873,MILKSHAKE , CHOCOLATE ,9/24/2023 18:54,MILKSHAKE,1
007D23092400019873,INDOMIE TANTE ,,9/24/2023 18:54,MAKANAN,1
007D23092400019873,KOPI ,,9/24/2023 18:54,KLOTOK SERIES,1
007D23092400019874,INTEL ,,9/24/2023 19:03,MAKANAN,1
007D23092400019875,CLASS MILD 12,,9/24/2023 19:30,ROKOK,1
007D23092400019876,SUSU COKLAT ,,9/24/2023 19:51,MINUMAN,1
007D23092400019877,KOPI ,,9/24/2023 20:20,KLOTOK SERIES,2
007D23092400019878,MIE NYEMEK ,,9/24/2023 21:18,MAKANAN,1
007D23092400019878,DANCOW PUTIH ,,9/24/2023 21:18,MINUMAN,1
007D23092400019878,Champion/Milo ,,9/24/2023 21:18,TROPICAL SERIES,1
007D23092400019879,KOPI ,,9/24/2023 21:39,KLOTOK SERIES,1
007D23092400019880,MIX MAX EXOTIC BLUE,,9/24/2023 21:40,BOTOL,1
007D23092400019881,KOPI HITAM ,,9/24/2023 21:52,KLOTOK SERIES,1
007D23092400019881,KOPI , TANPA AMPAS ,9/24/2023 21:52,KLOTOK SERIES,1
007D23092400019882,TEH TAWAR ,,9/24/2023 21:59,MINUMAN,1
007D23092400019882,KOPI COKLAT (tanpa ampas) ,,9/24/2023 21:59,KLOTOK SERIES,1
007D23092400019883,CIRENG ,,9/24/2023 22:18,SNACK,1
007D23092400019883,KOPI ,,9/24/2023 22:18,KLOTOK SERIES,4
007D23092400019883,PISANG GORENG CRISPY ,,9/24/2023 22:18,SNACK,1
007D23092400019884,KOPI , SUSU ,9/24/2023 23:08,KLOTOK SERIES,1
007D23092400019884,Chocolate Malt ,,9/24/2023 23:08,TROPICAL SERIES,1
007D23092400019884,TEH TAWAR ,,9/24/2023 23:08,MINUMAN,1
007D23092400019884,KENTANG ,,9/24/2023 23:08,SNACK,1
007D23092400019885,MILKSHAKE , VANILA ,9/24/2023 23:15,MILKSHAKE,1
007D23092400019885,KOPI , SUSU ,9/24/2023 23:15,KLOTOK SERIES,1
007D23092400019886,KOPI , TANPA AMPAS ,9/24/2023 23:23,KLOTOK SERIES,1
007D23092400019886,PROST , LAGER 330ml,9/24/2023 23:23,BOTOL,1
007D23092400019887,INTEL ,,9/24/2023 23:48,MAKANAN,1
007D23092400019887,TEH TAWAR ,,9/24/2023 23:48,MINUMAN,1
007D23092400019887,SIRUP ,,9/24/2023 23:48,MINUMAN,1
007D23092400019888,KOPI COKLAT (tanpa ampas) ,,9/24/2023 23:59,KLOTOK SERIES,1
007D23092500019889,KOPI ,,9/25/2023 0:03,KLOTOK SERIES,2
007D23092500019889,KOPI , SUSU ,9/25/2023 0:03,KLOTOK SERIES,1
007D23092500019889,KOPI , TANPA AMPAS ,9/25/2023 0:03,KLOTOK SERIES,1
007D23092500019889,KOPI , TANPA AMPAS ,9/25/2023 0:03,KLOTOK SERIES,1
007D23092500019890,MIE NYEMEK ,,9/25/2023 0:06,MAKANAN,1
007D23092500019891,KOPI ,,9/25/2023 0:18,KLOTOK SERIES,1
007D23092500019892,KOPI HITAM ,,9/25/2023 0:29,KLOTOK SERIES,2
007D23092500019893,INTEL ,,9/25/2023 2:04,MAKANAN,2
007D23092500019894,MILKSHAKE , CHOCOLATE ,9/25/2023 2:23,MILKSHAKE,1
007D23092500019894,Cappucino Latte ,,9/25/2023 2:23,TROPICAL SERIES,1
007D23092500019894,TAHU , WALIK ,9/25/2023 2:23,SNACK,1
007D23092500019894,KOPI ,,9/25/2023 2:23,KLOTOK SERIES,1
007D23092500019894,INDOMIE TANTE ,,9/25/2023 2:23,MAKANAN,1
007D23092500019894,CIRENG ,,9/25/2023 2:23,SNACK,1
007D23092500019895,TEH TAWAR ,,9/25/2023 11:06,MINUMAN,2
007D23092500019895,NASI GORENG ,,9/25/2023 11:06,MAKANAN,2
007D23092500019896,MILKSHAKE , VANILA ,9/25/2023 11:53,MILKSHAKE,1
007D23092500019896,MILKSHAKE , CHOCOLATE ,9/25/2023 11:53,MILKSHAKE,2
007D23092500019896,PISANG GORENG CRISPY ,,9/25/2023 11:53,SNACK,1
007D23092500019897,Cappucino Latte ,,9/25/2023 12:12,TROPICAL SERIES,1
007D23092500019897,PANGSIT GORENG ,,9/25/2023 12:12,SNACK,1
007D23092500019897,MIX MAX ANGGUR MERAH,,9/25/2023 12:12,BOTOL,1
